host,endpoint,server_name,authorization_endpoint,issuer,prm_url,auth,oauth_confirmed,remove_reason
100percentpure.com,https://100percentpure.com/api/mcp,storefront-renderer,https://shopify.com/authentication/6481955/oauth/authorize,https://shopify.com/authentication/6481955,https://100percentpure.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
10keiya.com,https://10keiya.com/api/mcp,storefront-renderer,https://shopify.com/authentication/47605448863/oauth/authorize,https://shopify.com/authentication/47605448863,https://10keiya.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
12ozprophet.com,https://12ozprophet.com/api/mcp,storefront-renderer,https://shopify.com/authentication/30055554/oauth/authorize,https://shopify.com/authentication/30055554,https://12ozprophet.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
12thtribe.com,https://12thtribe.com/api/mcp,storefront-renderer,https://account.12thtribe.com/authentication/oauth/authorize,https://shopify.com/authentication/7475039,https://12thtribe.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
1800tequila.com,https://1800tequila.com/api/mcp,storefront-renderer,https://shopify.com/authentication/68506943572/oauth/authorize,https://shopify.com/authentication/68506943572,https://1800tequila.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
1stphorm.com,https://1stphorm.com/api/mcp,storefront-renderer,https://account.1stphorm.com/authentication/oauth/authorize,https://shopify.com/authentication/7277543493,https://1stphorm.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
260samplesale.com,https://260samplesale.com/api/mcp,storefront-renderer,https://shopify.com/authentication/36836409480/oauth/authorize,https://shopify.com/authentication/36836409480,https://260samplesale.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
2brokegirlsboutique.com,https://2brokegirlsboutique.com/api/mcp,storefront-renderer,https://shopify.com/authentication/41279881377/oauth/authorize,https://shopify.com/authentication/41279881377,https://2brokegirlsboutique.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
2chattychicks.com,https://2chattychicks.com/api/mcp,storefront-renderer,https://shopify.com/authentication/29362752/oauth/authorize,https://shopify.com/authentication/29362752,https://2chattychicks.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
2game.com,https://2game.com/api/mcp,storefront-renderer,https://shopify.com/authentication/96765444421/oauth/authorize,https://shopify.com/authentication/96765444421,https://2game.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
2modern.com,https://2modern.com/api/mcp,storefront-renderer,https://accounts.2modern.com/authentication/oauth/authorize,https://shopify.com/authentication/2650083,https://2modern.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
2segypt.com,https://2segypt.com/api/mcp,storefront-renderer,https://account.2segypt.com/authentication/oauth/authorize,https://shopify.com/authentication/26146704,https://2segypt.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
2undr.com,https://2undr.com/api/mcp,storefront-renderer,https://shopify.com/authentication/31432736901/oauth/authorize,https://shopify.com/authentication/31432736901,https://2undr.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
2xu.com,https://2xu.com/api/mcp,storefront-renderer,https://shopify.com/authentication/51840876699/oauth/authorize,https://shopify.com/authentication/51840876699,https://2xu.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
32degrees.com,https://32degrees.com/api/mcp,storefront-renderer,https://account.32degrees.com/authentication/oauth/authorize,https://shopify.com/authentication/13261029,https://32degrees.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
34stjohn.com,https://34stjohn.com/api/mcp,storefront-renderer,https://shopify.com/authentication/72389558564/oauth/authorize,https://shopify.com/authentication/72389558564,https://34stjohn.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
360oder.com,https://360oder.com/api/mcp,storefront-renderer,https://shopify.com/authentication/57777291452/oauth/authorize,https://shopify.com/authentication/57777291452,https://360oder.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
361sport.com,https://361sport.com/api/mcp,storefront-renderer,https://shopify.com/authentication/61374890037/oauth/authorize,https://shopify.com/authentication/61374890037,https://361sport.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
365mashbir.co.il,https://365mashbir.co.il/api/mcp,storefront-renderer,https://account.365mashbir.co.il/authentication/oauth/authorize,https://shopify.com/authentication/47291236517,https://365mashbir.co.il/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
3broswarehouse.com,https://3broswarehouse.com/api/mcp,storefront-renderer,https://shopify.com/authentication/45837025443/oauth/authorize,https://shopify.com/authentication/45837025443,https://3broswarehouse.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
3dgbire.com,https://3dgbire.com/api/mcp,storefront-renderer,https://shopify.com/authentication/7654369/oauth/authorize,https://shopify.com/authentication/7654369,https://3dgbire.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
3dtotal.com,https://3dtotal.com/api/mcp,storefront-renderer,https://shopify.com/authentication/49143087266/oauth/authorize,https://shopify.com/authentication/49143087266,https://3dtotal.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
3saf.com,https://3saf.com/mcp,storefront,https://accounts.salla.com/oauth/authorize,https://accounts.salla.com,https://3saf.com/.well-known/oauth-protected-resource,oauth,True,shopify_storefront
3txpressions.com,https://3txpressions.com/api/mcp,storefront-renderer,https://shopify.com/authentication/8943444/oauth/authorize,https://shopify.com/authentication/8943444,https://3txpressions.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
4-rth.com,https://4-rth.com/api/mcp,storefront-renderer,https://shopify.com/authentication/8347347/oauth/authorize,https://shopify.com/authentication/8347347,https://4-rth.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
42lolita.com,https://42lolita.com/api/mcp,storefront-renderer,https://account.42lolita.com/authentication/oauth/authorize,https://shopify.com/authentication/59178451118,https://42lolita.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
46furnituremattress.com,https://46furnituremattress.com/api/mcp,storefront-renderer,https://shopify.com/authentication/28067496018/oauth/authorize,https://shopify.com/authentication/28067496018,https://46furnituremattress.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
47brand.com,https://47brand.com/api/mcp,storefront-renderer,https://shopify.com/authentication/8173919/oauth/authorize,https://shopify.com/authentication/8173919,https://47brand.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
4elementos.com,https://4elementos.com/api/mcp,storefront-renderer,https://mi-cuenta.4elementos.com/authentication/oauth/authorize,https://shopify.com/authentication/98127970634,https://4elementos.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
4murs.com,https://4murs.com/api/mcp,storefront-renderer,https://shopify.com/authentication/66625143026/oauth/authorize,https://shopify.com/authentication/66625143026,https://4murs.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
4ocean.com,https://4ocean.com/api/mcp,storefront-renderer,https://shopify.com/authentication/9961022/oauth/authorize,https://shopify.com/authentication/9961022,https://4ocean.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
4ritter.com,https://4ritter.com/api/mcp,storefront-renderer,https://shopify.com/authentication/59455832249/oauth/authorize,https://shopify.com/authentication/59455832249,https://4ritter.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
55-degrees.co.uk,https://55-degrees.co.uk/api/mcp,storefront-renderer,https://shopify.com/authentication/48350953631/oauth/authorize,https://shopify.com/authentication/48350953631,https://55-degrees.co.uk/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
58facettes.com,https://58facettes.com/api/mcp,storefront-renderer,https://shopify.com/authentication/34253111432/oauth/authorize,https://shopify.com/authentication/34253111432,https://58facettes.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
66north.com,https://66north.com/api/mcp,storefront-renderer,https://account.66north.com/authentication/oauth/authorize,https://shopify.com/authentication/62646452301,https://66north.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
773grp.com,https://773grp.com/api/mcp,storefront-renderer,https://account.773grp.com/authentication/oauth/authorize,https://shopify.com/authentication/65811480642,https://773grp.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
7forallmankind.com,https://7forallmankind.com/api/mcp,storefront-renderer,https://account.7forallmankind.com/authentication/oauth/authorize,https://shopify.com/authentication/55706124373,https://7forallmankind.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
80scasualclassics.co.uk,https://80scasualclassics.co.uk/api/mcp,storefront-renderer,https://account.80scasualclassics.co.uk/authentication/oauth/authorize,https://shopify.com/authentication/90979402028,https://80scasualclassics.co.uk/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
80stees.com,https://80stees.com/api/mcp,storefront-renderer,https://shopify.com/authentication/3840921/oauth/authorize,https://shopify.com/authentication/3840921,https://80stees.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
88vape.com,https://88vape.com/api/mcp,storefront-renderer,https://account.88vape.com/authentication/oauth/authorize,https://shopify.com/authentication/14390231094,https://88vape.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
99bikes.com.au,https://99bikes.com.au/api/mcp,storefront-renderer,https://account.99bikes.com.au/authentication/oauth/authorize,https://shopify.com/authentication/55594778696,https://99bikes.com.au/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
99bookstores.com,https://99bookstores.com/api/mcp,storefront-renderer,https://shopify.com/authentication/77781008701/oauth/authorize,https://shopify.com/authentication/77781008701,https://99bookstores.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
99wholesale.com,https://99wholesale.com/api/mcp,storefront-renderer,https://account.99wholesale.com/authentication/oauth/authorize,https://shopify.com/authentication/92502032693,https://99wholesale.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
a1vacuumlex.com,https://a1vacuumlex.com/api/mcp,storefront-renderer,https://shopify.com/authentication/71193428243/oauth/authorize,https://shopify.com/authentication/71193428243,https://a1vacuumlex.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
a2zscience.com,https://a2zscience.com/api/mcp,storefront-renderer,https://account.a2zscience.com/authentication/oauth/authorize,https://shopify.com/authentication/68682711109,https://a2zscience.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
aabacus.tech,https://aabacus.tech/api/mcp,storefront-renderer,https://shopify.com/authentication/66574090561/oauth/authorize,https://shopify.com/authentication/66574090561,https://aabacus.tech/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
aachho.com,https://aachho.com/api/mcp,storefront-renderer,https://account.aachho.com/authentication/oauth/authorize,https://shopify.com/authentication/25427564,https://aachho.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
aafurnituremd.com,https://aafurnituremd.com/api/mcp,storefront-renderer,https://shopify.com/authentication/77657407803/oauth/authorize,https://shopify.com/authentication/77657407803,https://aafurnituremd.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
aalamps.com,https://aalamps.com/api/mcp,storefront-renderer,https://shopify.com/authentication/3376513088/oauth/authorize,https://shopify.com/authentication/3376513088,https://aalamps.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
abbadifurniture.com,https://abbadifurniture.com/api/mcp,storefront-renderer,https://shopify.com/authentication/66577400067/oauth/authorize,https://shopify.com/authentication/66577400067,https://abbadifurniture.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
abchome.com,https://abchome.com/api/mcp,storefront-renderer,https://account.abchome.com/authentication/oauth/authorize,https://shopify.com/authentication/56022237322,https://abchome.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
abdofficesolutions.com,https://abdofficesolutions.com/api/mcp,storefront-renderer,https://shopify.com/authentication/15569563/oauth/authorize,https://shopify.com/authentication/15569563,https://abdofficesolutions.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
abdulfurniture.com,https://abdulfurniture.com/api/mcp,storefront-renderer,https://shopify.com/authentication/52098760876/oauth/authorize,https://shopify.com/authentication/52098760876,https://abdulfurniture.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
abelini.com,https://abelini.com/api/mcp,storefront-renderer,https://account.abelini.com/authentication/oauth/authorize,https://shopify.com/authentication/93317890388,https://abelini.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
abwholesale.pk,https://abwholesale.pk/api/mcp,storefront-renderer,https://account.abwholesale.pk/authentication/oauth/authorize,https://shopify.com/authentication/66055209012,https://abwholesale.pk/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
accentuate.io,https://accentuate.io/api/mcp,storefront-renderer,https://shopify.com/authentication/65197408433/oauth/authorize,https://shopify.com/authentication/65197408433,https://accentuate.io/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
accordionproshop.com,https://accordionproshop.com/api/mcp,storefront-renderer,https://shopify.com/authentication/904921148/oauth/authorize,https://shopify.com/authentication/904921148,https://accordionproshop.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
acegolfs.com,https://acegolfs.com/api/mcp,storefront-renderer,https://account.acegolfs.com/authentication/oauth/authorize,https://shopify.com/authentication/67264413948,https://acegolfs.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
ackermans.co.za,https://ackermans.co.za/api/mcp,storefront-renderer,https://shopify.com/authentication/65286340780/oauth/authorize,https://shopify.com/authentication/65286340780,https://ackermans.co.za/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
actionmachineinc.com,https://actionmachineinc.com/api/mcp,storefront-renderer,https://account.actionmachineinc.com/authentication/oauth/authorize,https://shopify.com/authentication/20128549,https://actionmachineinc.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
actionoutdoors.kiwi,https://actionoutdoors.kiwi/api/mcp,storefront-renderer,https://account.actionoutdoors.kiwi/authentication/oauth/authorize,https://shopify.com/authentication/86410723613,https://actionoutdoors.kiwi/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
acwo.com,https://acwo.com/api/mcp,storefront-renderer,https://thankyou.acwo.com/authentication/oauth/authorize,https://shopify.com/authentication/66648703294,https://acwo.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
adanola.com,https://adanola.com/api/mcp,storefront-renderer,https://shopify.com/authentication/21564663/oauth/authorize,https://shopify.com/authentication/21564663,https://adanola.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
adanslibas.com,https://adanslibas.com/api/mcp,storefront-renderer,https://shopify.com/authentication/30109532296/oauth/authorize,https://shopify.com/authentication/30109532296,https://adanslibas.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
adapthealth.com,https://adapthealth.com/api/mcp,storefront-renderer,https://shopify.com/authentication/95275024673/oauth/authorize,https://shopify.com/authentication/95275024673,https://adapthealth.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
addictonline.co.il,https://addictonline.co.il/api/mcp,storefront-renderer,https://account.addictonline.co.il/authentication/oauth/authorize,https://shopify.com/authentication/59265024053,https://addictonline.co.il/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
addiesdivewatches.com,https://addiesdivewatches.com/api/mcp,storefront-renderer,https://shopify.com/authentication/52422705317/oauth/authorize,https://shopify.com/authentication/52422705317,https://addiesdivewatches.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
adelaidegunshop.com.au,https://adelaidegunshop.com.au/api/mcp,storefront-renderer,https://shopify.com/authentication/57645039796/oauth/authorize,https://shopify.com/authentication/57645039796,https://adelaidegunshop.com.au/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
adilqadri.com,https://adilqadri.com/api/mcp,storefront-renderer,https://shopify.com/authentication/1187938348/oauth/authorize,https://shopify.com/authentication/1187938348,https://adilqadri.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
adorebypriyanka.com,https://adorebypriyanka.com/api/mcp,storefront-renderer,https://shopify.com/authentication/56078893117/oauth/authorize,https://shopify.com/authentication/56078893117,https://adorebypriyanka.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
adriannapapell.com,https://adriannapapell.com/api/mcp,storefront-renderer,https://shopify.com/authentication/40845836453/oauth/authorize,https://shopify.com/authentication/40845836453,https://adriannapapell.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
advancedpressuresystems.com,https://advancedpressuresystems.com/api/mcp,storefront-renderer,https://shopify.com/authentication/11963736/oauth/authorize,https://shopify.com/authentication/11963736,https://advancedpressuresystems.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
adventureawaits.com.au,https://adventureawaits.com.au/api/mcp,storefront-renderer,https://shopify.com/authentication/40137752731/oauth/authorize,https://shopify.com/authentication/40137752731,https://adventureawaits.com.au/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
aelfriceden.com,https://aelfriceden.com/api/mcp,storefront-renderer,https://account.www.aelfriceden.com/authentication/oauth/authorize,https://shopify.com/authentication/2156298301,https://aelfriceden.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
aeropress.com,https://aeropress.com/api/mcp,storefront-renderer,https://account.aeropress.com/authentication/oauth/authorize,https://shopify.com/authentication/60187836659,https://aeropress.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
aerosoles.com,https://aerosoles.com/api/mcp,storefront-renderer,https://shopify.com/authentication/6611763284/oauth/authorize,https://shopify.com/authentication/6611763284,https://aerosoles.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
aetrex.com,https://aetrex.com/api/mcp,storefront-renderer,https://shopify.com/authentication/86036349241/oauth/authorize,https://shopify.com/authentication/86036349241,https://aetrex.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
afastores.com,https://afastores.com/api/mcp,storefront-renderer,https://account.afastores.com/authentication/oauth/authorize,https://shopify.com/authentication/92742353196,https://afastores.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
afends.com,https://afends.com/api/mcp,storefront-renderer,https://account.afends.com/authentication/oauth/authorize,https://shopify.com/authentication/4978277,https://afends.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
affairs.sg,https://affairs.sg/api/mcp,storefront-renderer,https://shopify.com/authentication/7195754566/oauth/authorize,https://shopify.com/authentication/7195754566,https://affairs.sg/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
affordablefurniturebakersfield.com,https://affordablefurniturebakersfield.com/api/mcp,storefront-renderer,https://shopify.com/authentication/55944183844/oauth/authorize,https://shopify.com/authentication/55944183844,https://affordablefurniturebakersfield.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
affordablefurniturechicago.com,https://affordablefurniturechicago.com/api/mcp,storefront-renderer,https://shopify.com/authentication/96551731476/oauth/authorize,https://shopify.com/authentication/96551731476,https://affordablefurniturechicago.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
affordablegolf.co.uk,https://affordablegolf.co.uk/api/mcp,storefront-renderer,https://shopify.com/authentication/66857599265/oauth/authorize,https://shopify.com/authentication/66857599265,https://affordablegolf.co.uk/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
afnan.com,https://afnan.com/api/mcp,storefront-renderer,https://shopify.com/authentication/65504739421/oauth/authorize,https://shopify.com/authentication/65504739421,https://afnan.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
agent-mcp.hyperice.com,https://agent-mcp.hyperice.com/mcp,,https://accounts.hyperice.com/authentication/oauth/authorize,https://shopify.com/authentication/78618525910,https://agent-mcp.hyperice.com/.well-known/oauth-protected-resource,oauth,True,shopify
agent-mcp.kef.com,https://agent-mcp.kef.com/mcp,,https://shopify.com/authentication/61141745911/oauth/authorize,https://shopify.com/authentication/61141745911,https://agent-mcp.kef.com/.well-known/oauth-protected-resource,oauth,True,shopify
agents-mcp.hyperice.com,https://agents-mcp.hyperice.com/mcp,,https://accounts.hyperice.com/authentication/oauth/authorize,https://shopify.com/authentication/78618525910,https://agents-mcp.hyperice.com/.well-known/oauth-protected-resource,oauth,True,shopify
agents-mcp.kef.com,https://agents-mcp.kef.com/mcp,,https://shopify.com/authentication/61141745911/oauth/authorize,https://shopify.com/authentication/61141745911,https://agents-mcp.kef.com/.well-known/oauth-protected-resource,oauth,True,shopify
agjeans.com,https://agjeans.com/api/mcp,storefront-renderer,https://account.agjeans.com/authentication/oauth/authorize,https://shopify.com/authentication/66490368232,https://agjeans.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
aglaia.ca,https://aglaia.ca/api/mcp,storefront-renderer,https://shopify.com/authentication/1893498998/oauth/authorize,https://shopify.com/authentication/1893498998,https://aglaia.ca/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
agoztech.com,https://agoztech.com/api/mcp,storefront-renderer,https://account.agoztech.com/authentication/oauth/authorize,https://shopify.com/authentication/1066336311,https://agoztech.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
agradi.nl,https://agradi.nl/api/mcp,storefront-renderer,https://shopify.com/authentication/72804532515/oauth/authorize,https://shopify.com/authentication/72804532515,https://agradi.nl/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
ahead-nutrition.com,https://ahead-nutrition.com/api/mcp,storefront-renderer,https://shopify.com/authentication/21363937/oauth/authorize,https://shopify.com/authentication/21363937,https://ahead-nutrition.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
ai-mcp.hyperice.com,https://ai-mcp.hyperice.com/mcp,,https://accounts.hyperice.com/authentication/oauth/authorize,https://shopify.com/authentication/78618525910,https://ai-mcp.hyperice.com/.well-known/oauth-protected-resource,oauth,True,shopify
ai-mcp.kef.com,https://ai-mcp.kef.com/mcp,,https://shopify.com/authentication/61141745911/oauth/authorize,https://shopify.com/authentication/61141745911,https://ai-mcp.kef.com/.well-known/oauth-protected-resource,oauth,True,shopify
aicmotorsports.com,https://aicmotorsports.com/api/mcp,storefront-renderer,https://shopify.com/authentication/58921025700/oauth/authorize,https://shopify.com/authentication/58921025700,https://aicmotorsports.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
aimeleondore.com,https://aimeleondore.com/api/mcp,storefront-renderer,https://shopify.com/authentication/3027829/oauth/authorize,https://shopify.com/authentication/3027829,https://aimeleondore.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
airportag.com,https://airportag.com/api/mcp,storefront-renderer,https://account.airportag.com/authentication/oauth/authorize,https://shopify.com/authentication/3226285,https://airportag.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
airsofteire.com,https://airsofteire.com/api/mcp,storefront-renderer,https://shopify.com/authentication/5823856700/oauth/authorize,https://shopify.com/authentication/5823856700,https://airsofteire.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
airsoftmania.eu,https://airsoftmania.eu/api/mcp,storefront-renderer,https://account.airsoftmania.eu/authentication/oauth/authorize,https://shopify.com/authentication/52184547507,https://airsoftmania.eu/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
airton.shop,https://airton.shop/api/mcp,storefront-renderer,https://account.airton.shop/authentication/oauth/authorize,https://shopify.com/authentication/26000244,https://airton.shop/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
ajeworld.com.au,https://ajeworld.com.au/api/mcp,storefront-renderer,https://shopify.com/authentication/1580190/oauth/authorize,https://shopify.com/authentication/1580190,https://ajeworld.com.au/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
ajshomefurniture.com,https://ajshomefurniture.com/api/mcp,storefront-renderer,https://shopify.com/authentication/83847643415/oauth/authorize,https://shopify.com/authentication/83847643415,https://ajshomefurniture.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
alastin.com,https://alastin.com/api/mcp,storefront-renderer,https://shopify.com/authentication/15044854/oauth/authorize,https://shopify.com/authentication/15044854,https://alastin.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
albeebaby.com,https://albeebaby.com/api/mcp,storefront-renderer,https://account.albeebaby.com/authentication/oauth/authorize,https://shopify.com/authentication/68573298919,https://albeebaby.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
aldiblindbox.com,https://aldiblindbox.com/api/mcp,storefront-renderer,https://shopify.com/authentication/70458114100/oauth/authorize,https://shopify.com/authentication/70458114100,https://aldiblindbox.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
aldimobile.com.au,https://aldimobile.com.au/api/mcp,storefront-renderer,https://shopify.com/authentication/45713457313/oauth/authorize,https://shopify.com/authentication/45713457313,https://aldimobile.com.au/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
aldoshoes.com,https://aldoshoes.com/api/mcp,storefront-renderer,https://shopify.com/authentication/91188429099/oauth/authorize,https://shopify.com/authentication/91188429099,https://aldoshoes.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
alessi.com,https://alessi.com/api/mcp,storefront-renderer,https://shopify.com/authentication/33736032392/oauth/authorize,https://shopify.com/authentication/33736032392,https://alessi.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
alexandani.com,https://alexandani.com/api/mcp,storefront-renderer,https://shopify.com/authentication/26995589223/oauth/authorize,https://shopify.com/authentication/26995589223,https://alexandani.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
alexandersfurniturestore.com,https://alexandersfurniturestore.com/api/mcp,storefront-renderer,https://shopify.com/authentication/70014501084/oauth/authorize,https://shopify.com/authentication/70014501084,https://alexandersfurniturestore.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
alexmill.com,https://alexmill.com/api/mcp,storefront-renderer,https://account.alexmill.com/authentication/oauth/authorize,https://shopify.com/authentication/2955521,https://alexmill.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
alezz-oud.com,https://alezz-oud.com/mcp,storefront,https://accounts.salla.com/oauth/authorize,https://accounts.salla.com,https://alezz-oud.com/.well-known/oauth-protected-resource,oauth,True,shopify_storefront
alfred.com,https://alfred.com/api/mcp,storefront-renderer,https://account.alfred.com/authentication/oauth/authorize,https://shopify.com/authentication/69761040520,https://alfred.com/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
alhassan.pk,https://alhassan.pk/api/mcp,storefront-renderer,https://shopify.com/authentication/79209529583/oauth/authorize,https://shopify.com/authentication/79209529583,https://alhassan.pk/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
aliasmae.com.au,https://aliasmae.com.au/api/mcp,storefront-renderer,https://shopify.com/authentication/59367817403/oauth/authorize,https://shopify.com/authentication/59367817403,https://aliasmae.com.au/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
aljoher.ca,https://aljoher.ca/api/mcp,storefront-renderer,https://shopify.com/authentication/10090432/oauth/authorize,https://shopify.com/authentication/10090432,https://aljoher.ca/.well-known/oauth-protected-resource,oauth,True,"shopify_storefront,shopify"
